dataset,n,R,metodo,tiempo
muchos,5,5000,DP,0.1137
muchos,5,5000,DP,0.0814
muchos,5,5000,DP,0.0698
muchos,5,5000,DP,0.1018
muchos,5,5000,DP,0.0569
muchos,10,5000,DP,0.1198
muchos,10,5000,DP,0.1316
muchos,10,5000,DP,0.1215
muchos,10,5000,DP,0.1189
muchos,10,5000,DP,0.1186
muchos,10,5000,DP,0.1223
muchos,10,5000,DP,0.158
muchos,10,5000,DP,0.1489
muchos,10,5000,DP,0.1929
muchos,10,5000,DP,0.1392
muchos,10,5000,DP,0.1037
muchos,10,5000,DP,0.1122
muchos,10,5000,DP,0.1021
muchos,10,5000,DP,0.0999
muchos,10,5000,DP,0.1277
muchos,10,5000,DP,0.1648
muchos,10,5000,DP,0.1139
muchos,10,5000,DP,0.1118
muchos,10,5000,DP,0.1008
muchos,10,5000,DP,0.1206
muchos,10,5000,DP,0.1056
muchos,10,5000,DP,0.1164
muchos,10,5000,DP,0.1269
muchos,10,5000,DP,0.1011
muchos,10,5000,DP,0.1318
muchos,10,5000,DP,0.0986
muchos,10,5000,DP,0.1192
muchos,10,5000,DP,0.1127
muchos,10,5000,DP,0.2714
muchos,10,5000,DP,0.1726
muchos,10,5000,DP,0.1549
muchos,10,5000,DP,0.181
muchos,10,5000,DP,0.2062
muchos,10,5000,DP,0.1282
muchos,10,5000,DP,0.1139
muchos,10,5000,DP,0.0995
muchos,10,5000,DP,0.0984
muchos,10,5000,DP,0.1491
muchos,10,5000,DP,0.1078
muchos,10,5000,DP,0.0949
muchos,10,5000,DP,0.1377
muchos,10,5000,DP,0.1337
muchos,10,5000,DP,0.1565
muchos,10,5000,DP,0.1512
muchos,10,5000,DP,0.1448
muchos,10,5000,DP,0.1738
muchos,10,5000,DP,0.1268
muchos,10,5000,DP,0.1377
muchos,10,5000,DP,0.1127
muchos,10,5000,DP,0.2066
muchos,25,5000,DP,0.8468
muchos,25,5000,DP,0.8717
muchos,25,5000,DP,0.7699
muchos,25,5000,DP,0.7664
muchos,25,5000,DP,0.9966
muchos,25,5000,DP,0.6676
muchos,25,5000,DP,1.0303
muchos,25,5000,DP,0.7923
muchos,25,5000,DP,0.8989
muchos,25,5000,DP,0.9275
muchos,25,5000,DP,0.8491
muchos,25,5000,DP,0.768
muchos,25,5000,DP,0.7697
muchos,25,5000,DP,0.7096
muchos,25,5000,DP,0.8071
muchos,25,5000,DP,0.7488
muchos,25,5000,DP,0.9249
muchos,25,5000,DP,0.83
muchos,25,5000,DP,0.8595
muchos,25,5000,DP,0.7567
muchos,25,5000,DP,0.8008
muchos,25,5000,DP,0.7365
muchos,25,5000,DP,0.8048
muchos,25,5000,DP,0.7763
muchos,25,5000,DP,0.7166
muchos,25,5000,DP,0.739
muchos,25,5000,DP,0.8115
muchos,25,5000,DP,0.8705
muchos,25,5000,DP,0.8401
muchos,25,5000,DP,0.7907
muchos,25,5000,DP,0.6816
muchos,25,5000,DP,0.7544
muchos,25,5000,DP,0.9176
muchos,25,5000,DP,0.8345
muchos,25,5000,DP,0.8258
muchos,25,5000,DP,0.813
muchos,25,5000,DP,0.7598
muchos,25,5000,DP,0.8395
muchos,25,5000,DP,0.8315
muchos,25,5000,DP,0.8003
muchos,25,5000,DP,0.8218
muchos,25,5000,DP,0.7821
muchos,25,5000,DP,0.8403
muchos,25,5000,DP,0.8214
muchos,25,5000,DP,0.7822
muchos,25,5000,DP,0.8357
muchos,25,5000,DP,0.9928
muchos,25,5000,DP,0.9079
muchos,25,5000,DP,0.904
muchos,25,5000,DP,0.7742
muchos,50,5000,DP,2.7994
muchos,50,5000,DP,2.5715
muchos,50,5000,DP,2.1817
muchos,50,5000,DP,1.9061
muchos,50,5000,DP,2.0789
muchos,50,5000,DP,6.5327
muchos,50,5000,DP,3.7713
muchos,50,5000,DP,1.8758
muchos,50,5000,DP,2.2599
muchos,50,5000,DP,2.1401
muchos,50,5000,DP,2.1258
muchos,50,5000,DP,1.6864
muchos,50,5000,DP,1.8711
muchos,50,5000,DP,1.7998
muchos,50,5000,DP,2.2382
muchos,50,5000,DP,2.3496
muchos,50,5000,DP,2.0376
muchos,50,5000,DP,1.7689
muchos,50,5000,DP,2.3882
muchos,50,5000,DP,1.7451
muchos,50,5000,DP,1.8049
muchos,50,5000,DP,1.8929
muchos,50,5000,DP,2.0018
muchos,50,5000,DP,3.2226
muchos,50,5000,DP,2.5378
muchos,50,5000,DP,3.503
muchos,50,5000,DP,2.0314
muchos,50,5000,DP,1.6993
muchos,50,5000,DP,1.9511
muchos,50,5000,DP,1.87
muchos,50,5000,DP,1.6972
muchos,50,5000,DP,1.9559
muchos,50,5000,DP,1.6999
muchos,50,5000,DP,1.4937
muchos,50,5000,DP,1.7752
muchos,50,5000,DP,1.714
muchos,50,5000,DP,1.7091
muchos,50,5000,DP,1.9066
muchos,50,5000,DP,1.7343
muchos,50,5000,DP,1.9464
muchos,50,5000,DP,2.0985
muchos,50,5000,DP,1.9242
muchos,50,5000,DP,1.9507
muchos,50,5000,DP,1.9643
muchos,50,5000,DP,2.14
muchos,50,5000,DP,1.7578
muchos,50,5000,DP,2.3821
muchos,50,5000,DP,2.0226
muchos,50,5000,DP,1.9007
muchos,50,5000,DP,1.6941
muchos,75,5000,DP,3.366
muchos,75,5000,DP,2.8212
muchos,75,5000,DP,2.6651
muchos,75,5000,DP,2.5328
muchos,75,5000,DP,2.6398
muchos,75,5000,DP,2.7185
muchos,75,5000,DP,3.0547
muchos,75,5000,DP,2.9227
muchos,75,5000,DP,2.9279
muchos,75,5000,DP,3.46
muchos,75,5000,DP,2.8258
muchos,75,5000,DP,3.0609
muchos,75,5000,DP,2.8632
muchos,75,5000,DP,3.3888
muchos,75,5000,DP,3.7887
muchos,75,5000,DP,2.8197
muchos,75,5000,DP,2.7566
muchos,75,5000,DP,4.5981
muchos,75,5000,DP,2.4869
muchos,75,5000,DP,2.9568
muchos,75,5000,DP,3.9656
muchos,75,5000,DP,3.0568
muchos,75,5000,DP,2.8282
muchos,75,5000,DP,2.6003
muchos,75,5000,DP,3.236
muchos,75,5000,DP,3.2946
muchos,75,5000,DP,2.8476
muchos,75,5000,DP,3.1211
muchos,75,5000,DP,2.7867
muchos,75,5000,DP,2.8086
muchos,75,5000,DP,3.2142
muchos,75,5000,DP,2.7139
muchos,75,5000,DP,2.4776
muchos,75,5000,DP,2.6378
muchos,75,5000,DP,2.5141
muchos,75,5000,DP,3.259
muchos,75,5000,DP,3.2471
muchos,75,5000,DP,2.7809
muchos,75,5000,DP,2.9164
muchos,75,5000,DP,2.6235
muchos,75,5000,DP,2.7845
muchos,75,5000,DP,2.7788
muchos,75,5000,DP,3.7281
muchos,75,5000,DP,2.8528
muchos,75,5000,DP,3.5837
muchos,75,5000,DP,2.7586
muchos,75,5000,DP,3.8083
muchos,75,5000,DP,2.9841
muchos,75,5000,DP,2.6692
muchos,75,5000,DP,2.9548
muchos,100,5000,DP,3.5632
muchos,100,5000,DP,4.9896
muchos,100,5000,DP,3.6614
muchos,100,5000,DP,3.6014
muchos,100,5000,DP,3.7793
muchos,100,5000,DP,4.3661
muchos,100,5000,DP,5.0585
muchos,100,5000,DP,3.9488
muchos,100,5000,DP,4.2312
muchos,100,5000,DP,3.1927
muchos,100,5000,DP,3.7215
muchos,100,5000,DP,3.5563
muchos,100,5000,DP,3.6883
muchos,100,5000,DP,3.9989
muchos,100,5000,DP,3.4361
muchos,100,5000,DP,4.795
muchos,100,5000,DP,3.9783
muchos,100,5000,DP,4.0896
muchos,100,5000,DP,4.548
muchos,100,5000,DP,3.4908
muchos,100,5000,DP,3.6141
muchos,100,5000,DP,3.8822
muchos,100,5000,DP,4.34
muchos,100,5000,DP,4.0778
muchos,100,5000,DP,3.3577
muchos,100,5000,DP,3.4122
muchos,100,5000,DP,3.453
muchos,100,5000,DP,3.6728
muchos,100,5000,DP,3.7085
muchos,100,5000,DP,4.3547
muchos,100,5000,DP,3.422
muchos,100,5000,DP,4.0259
muchos,100,5000,DP,3.7641
muchos,100,5000,DP,3.6986
muchos,100,5000,DP,4.2426
muchos,100,5000,DP,3.4692
muchos,100,5000,DP,4.5935
muchos,100,5000,DP,4.0308
muchos,100,5000,DP,4.086
muchos,100,5000,DP,3.9934
muchos,100,5000,DP,7.7508
muchos,100,5000,DP,7.7984
muchos,100,5000,DP,7.3126
muchos,100,5000,DP,11.4011
muchos,100,5000,DP,8.0415
muchos,100,5000,DP,6.2529
muchos,100,5000,DP,3.4573
muchos,100,5000,DP,5.3703
muchos,100,5000,DP,4.4069
muchos,100,5000,DP,4.2851
muchos,250,5000,DP,23.5265
muchos,250,5000,DP,13.363
muchos,250,5000,DP,11.0842
muchos,250,5000,DP,11.4772
muchos,250,5000,DP,11.4763
muchos,250,5000,DP,11.8738
muchos,250,5000,DP,12.1247
muchos,250,5000,DP,12.8565
muchos,250,5000,DP,10.2918
muchos,250,5000,DP,8.9225
muchos,250,5000,DP,8.5986
muchos,250,5000,DP,10.2778
muchos,250,5000,DP,9.9682
muchos,250,5000,DP,11.8051
muchos,250,5000,DP,21.4932
muchos,250,5000,DP,12.9664
muchos,250,5000,DP,10.1949
muchos,250,5000,DP,9.2878
muchos,250,5000,DP,10.525
muchos,250,5000,DP,9.6299
muchos,250,5000,DP,12.838
muchos,250,5000,DP,13.5811
muchos,250,5000,DP,10.1044
muchos,250,5000,DP,9.3277
muchos,250,5000,DP,14.7192
muchos,250,5000,DP,10.6295
muchos,250,5000,DP,8.5435
muchos,250,5000,DP,11.9978
muchos,250,5000,DP,10.4818
muchos,250,5000,DP,13.7597
muchos,250,5000,DP,10.6938
muchos,250,5000,DP,8.8888
muchos,250,5000,DP,10.631
muchos,250,5000,DP,14.8613
muchos,250,5000,DP,9.0199
muchos,250,5000,DP,10.4328
muchos,250,5000,DP,9.1835
muchos,250,5000,DP,8.1492
muchos,250,5000,DP,8.4999
muchos,250,5000,DP,9.183
muchos,250,5000,DP,9.5008
muchos,250,5000,DP,9.766
muchos,250,5000,DP,9.4949
muchos,250,5000,DP,14.4523
muchos,250,5000,DP,11.7798
muchos,250,5000,DP,17.7385
muchos,250,5000,DP,17.0579
muchos,250,5000,DP,9.6
muchos,250,5000,DP,9.4692
muchos,250,5000,DP,9.004
muchos,500,5000,DP,22.4007
muchos,500,5000,DP,19.5479
muchos,500,5000,DP,24.3887
muchos,500,5000,DP,20.6893
muchos,500,5000,DP,21.8811
muchos,500,5000,DP,32.5733
muchos,500,5000,DP,23.1191
muchos,500,5000,DP,22.8964
muchos,500,5000,DP,34.2164
muchos,500,5000,DP,61.8134
muchos,500,5000,DP,45.7843
muchos,500,5000,DP,39.1889
muchos,500,5000,DP,28.3922
muchos,500,5000,DP,26.986
muchos,500,5000,DP,30.8204
muchos,500,5000,DP,21.8596
muchos,500,5000,DP,24.1678
muchos,500,5000,DP,20.2874
muchos,500,5000,DP,20.6794
muchos,500,5000,DP,20.3733
muchos,500,5000,DP,22.007
muchos,500,5000,DP,19.2236
muchos,500,5000,DP,18.5954
muchos,500,5000,DP,18.8328
muchos,500,5000,DP,24.2774
muchos,500,5000,DP,19.5415
muchos,500,5000,DP,19.2111
muchos,500,5000,DP,18.5528
muchos,500,5000,DP,19.2602
muchos,500,5000,DP,21.9566
muchos,500,5000,DP,21.8267
muchos,500,5000,DP,23.3213
muchos,500,5000,DP,23.0257
muchos,500,5000,DP,22.2903
muchos,500,5000,DP,20.0827
muchos,500,5000,DP,18.6219
muchos,500,5000,DP,22.038
muchos,500,5000,DP,19.9788
muchos,500,5000,DP,22.6338
muchos,500,5000,DP,20.959
muchos,500,5000,DP,20.1361
muchos,500,5000,DP,19.807
muchos,500,5000,DP,22.2767
muchos,500,5000,DP,21.3074
muchos,500,5000,DP,21.1093
muchos,500,5000,DP,19.1483
muchos,500,5000,DP,20.9858
muchos,500,5000,DP,22.4814
muchos,500,5000,DP,21.6444
muchos,500,5000,DP,21.4481
muchos,1000,5000,DP,45.2691
muchos,1000,5000,DP,46.2417
muchos,1000,5000,DP,44.386
muchos,1000,5000,DP,44.5336
muchos,1000,5000,DP,44.9809
muchos,1000,5000,DP,45.0531
muchos,1000,5000,DP,43.8992
muchos,1000,5000,DP,44.048
muchos,1000,5000,DP,45.3394
muchos,1000,5000,DP,39.9532
muchos,1000,5000,DP,49.688
muchos,1000,5000,DP,46.7681
muchos,1000,5000,DP,50.4006
muchos,1000,5000,DP,48.2105
muchos,1000,5000,DP,52.1644
muchos,1000,5000,DP,43.8089
muchos,1000,5000,DP,43.9399
muchos,1000,5000,DP,57.2941
muchos,1000,5000,DP,57.3632
muchos,1000,5000,DP,52.327
muchos,1000,5000,DP,57.1372
muchos,1000,5000,DP,47.8998
muchos,1000,5000,DP,60.5313
muchos,1000,5000,DP,48.1353
muchos,1000,5000,DP,49.2313
muchos,1000,5000,DP,54.3213
muchos,1000,5000,DP,48.1073
muchos,1000,5000,DP,49.5156
muchos,1000,5000,DP,51.4054
muchos,1000,5000,DP,43.5175
muchos,1000,5000,DP,46.5687
muchos,1000,5000,DP,101.561
muchos,1000,5000,DP,52.8509
muchos,1000,5000,DP,50.2386
muchos,1000,5000,DP,51.9841
muchos,1000,5000,DP,45.6703
muchos,1000,5000,DP,45.166
muchos,1000,5000,DP,44.39
muchos,1000,5000,DP,40.5302
muchos,1000,5000,DP,39.5683
muchos,1000,5000,DP,47.9928
muchos,1000,5000,DP,42.965
muchos,1000,5000,DP,44.7645
muchos,1000,5000,DP,52.7753
muchos,1000,5000,DP,43.0139
muchos,1000,5000,DP,57.3649
muchos,1000,5000,DP,49.249
muchos,1000,5000,DP,53.3001
muchos,1000,5000,DP,50.7253
muchos,1000,5000,DP,50.2556
muchos,2000,5000,DP,132.688
muchos,2000,5000,DP,124.854
muchos,2000,5000,DP,131.684
muchos,2000,5000,DP,227.074
muchos,2000,5000,DP,191.174
muchos,2000,5000,DP,173.268
muchos,2000,5000,DP,188.197
muchos,2000,5000,DP,146.206
muchos,2000,5000,DP,130.68
muchos,2000,5000,DP,126.715
muchos,2000,5000,DP,127.62
muchos,2000,5000,DP,120.383
muchos,2000,5000,DP,124.584
muchos,2000,5000,DP,132.301
muchos,2000,5000,DP,144.906
muchos,2000,5000,DP,130.328
muchos,2000,5000,DP,119.606
muchos,2000,5000,DP,138.601
muchos,2000,5000,DP,140.847
muchos,2000,5000,DP,134.002
muchos,2000,5000,DP,125.202
muchos,2000,5000,DP,134.465
muchos,2000,5000,DP,110.65
muchos,2000,5000,DP,137.369
muchos,2000,5000,DP,164.132
muchos,2000,5000,DP,128.883
muchos,2000,5000,DP,120.661
muchos,2000,5000,DP,123.087
muchos,2000,5000,DP,133.045
muchos,2000,5000,DP,126.121
muchos,2000,5000,DP,158.761
muchos,2000,5000,DP,141.532
muchos,2000,5000,DP,129.008
muchos,2000,5000,DP,131.347
muchos,2000,5000,DP,113.193
muchos,2000,5000,DP,125.624
muchos,2000,5000,DP,126.597
muchos,2000,5000,DP,119.678
muchos,2000,5000,DP,193.944
muchos,2000,5000,DP,155.74
muchos,2000,5000,DP,149.503
muchos,2000,5000,DP,119.219
muchos,2000,5000,DP,139.422
muchos,2000,5000,DP,123.734
muchos,2000,5000,DP,124.961
muchos,2000,5000,DP,123.671
muchos,2000,5000,DP,125.336
muchos,2000,5000,DP,118.697
muchos,2000,5000,DP,123.865
muchos,2000,5000,DP,124.224
muchos,3000,5000,DP,220.981
muchos,3000,5000,DP,220.891
muchos,3000,5000,DP,233.535
muchos,3000,5000,DP,226.057
muchos,3000,5000,DP,229.548
muchos,3000,5000,DP,225.289
muchos,3000,5000,DP,225.967
muchos,3000,5000,DP,223.408
muchos,3000,5000,DP,221.173
muchos,3000,5000,DP,228.913
muchos,3000,5000,DP,232.309
muchos,3000,5000,DP,222.167
muchos,3000,5000,DP,240.008
muchos,3000,5000,DP,239.854
muchos,3000,5000,DP,280.051
muchos,3000,5000,DP,249.951
muchos,3000,5000,DP,239.694
muchos,3000,5000,DP,304.664
muchos,3000,5000,DP,311.556
muchos,3000,5000,DP,382.52
muchos,3000,5000,DP,287.131
muchos,3000,5000,DP,225.062
muchos,3000,5000,DP,216.885
muchos,3000,5000,DP,410.629
muchos,3000,5000,DP,320.772
muchos,3000,5000,DP,275.516
muchos,3000,5000,DP,316.889
muchos,3000,5000,DP,238.4
muchos,3000,5000,DP,253.714
muchos,3000,5000,DP,308.128
muchos,3000,5000,DP,273.135
muchos,3000,5000,DP,260.652
muchos,3000,5000,DP,298.329
muchos,3000,5000,DP,308.18
muchos,3000,5000,DP,302.744
muchos,3000,5000,DP,302.042
muchos,3000,5000,DP,286.097
muchos,3000,5000,DP,235.08
muchos,3000,5000,DP,248.148
muchos,3000,5000,DP,220.161
muchos,3000,5000,DP,278.561
muchos,3000,5000,DP,251.69
muchos,3000,5000,DP,271.425
muchos,3000,5000,DP,224.083
muchos,3000,5000,DP,227.257
muchos,3000,5000,DP,308.675
muchos,3000,5000,DP,276.856
muchos,3000,5000,DP,219.377
muchos,3000,5000,DP,259.123
muchos,3000,5000,DP,302.793
muchos,5000,5000,DP,491.966
muchos,5000,5000,DP,702.624
muchos,5000,5000,DP,568.952
muchos,5000,5000,DP,494.663
muchos,5000,5000,DP,467.202
muchos,5000,5000,DP,544.822
muchos,5000,5000,DP,556.104
muchos,5000,5000,DP,473.451
muchos,5000,5000,DP,465.828
muchos,5000,5000,DP,504.335
muchos,5000,5000,DP,512.499
muchos,5000,5000,DP,475.032
muchos,5000,5000,DP,466.142
muchos,5000,5000,DP,476.312
muchos,5000,5000,DP,469.867
muchos,5000,5000,DP,463.99
muchos,5000,5000,DP,467.499
muchos,5000,5000,DP,471.738
muchos,5000,5000,DP,475.379
muchos,5000,5000,DP,474.73
muchos,5000,5000,DP,480.661
muchos,5000,5000,DP,468.049
muchos,5000,5000,DP,460.172
muchos,5000,5000,DP,470.165
muchos,5000,5000,DP,472.79
muchos,5000,5000,DP,468.659
muchos,5000,5000,DP,469.599
muchos,5000,5000,DP,470.067
muchos,5000,5000,DP,462.195
muchos,5000,5000,DP,479.911
muchos,5000,5000,DP,459.358
muchos,5000,5000,DP,472.323
muchos,5000,5000,DP,427.958
muchos,5000,5000,DP,484.627
muchos,5000,5000,DP,489.21
muchos,5000,5000,DP,464.195
muchos,5000,5000,DP,535.331
muchos,5000,5000,DP,503.484
muchos,5000,5000,DP,490.227
muchos,5000,5000,DP,478.317
muchos,5000,5000,DP,481.114
muchos,5000,5000,DP,483.769
muchos,5000,5000,DP,482.151
muchos,5000,5000,DP,478.636
muchos,5000,5000,DP,487.42
muchos,5000,5000,DP,477.393
muchos,5000,5000,DP,481.087
muchos,5000,5000,DP,464.534
muchos,5000,5000,DP,475.144
muchos,5000,5000,DP,481.654
pocos,1,5000,DP,0.0163
pocos,1,5000,DP,0.0286
pocos,1,5000,DP,0.0159
pocos,1,5000,DP,0.0168
pocos,1,5000,DP,0.0179
pocos,1,5000,DP,0.0159
pocos,1,5000,DP,0.0222
pocos,1,5000,DP,0.0178
pocos,1,5000,DP,0.0196
pocos,1,5000,DP,0.0257
pocos,1,5000,DP,0.0188
pocos,1,5000,DP,0.0208
pocos,1,5000,DP,0.0194
pocos,1,5000,DP,0.0167
pocos,1,5000,DP,0.0232
pocos,1,5000,DP,0.0178
pocos,1,5000,DP,0.0396
pocos,1,5000,DP,0.0163
pocos,1,5000,DP,0.0161
pocos,1,5000,DP,0.0186
pocos,1,5000,DP,0.0161
pocos,1,5000,DP,0.0173
pocos,1,5000,DP,0.0169
pocos,1,5000,DP,0.0191
pocos,1,5000,DP,0.0171
pocos,1,5000,DP,0.0173
pocos,1,5000,DP,0.0173
pocos,1,5000,DP,0.0179
pocos,1,5000,DP,0.0175
pocos,1,5000,DP,0.0194
pocos,1,5000,DP,0.0216
pocos,1,5000,DP,0.0165
pocos,1,5000,DP,0.0203
pocos,1,5000,DP,0.0162
pocos,1,5000,DP,0.02
pocos,1,5000,DP,0.0245
pocos,1,5000,DP,0.0171
pocos,1,5000,DP,0.0164
pocos,1,5000,DP,0.0168
pocos,1,5000,DP,0.0221
pocos,1,5000,DP,0.017
pocos,1,5000,DP,0.0212
pocos,1,5000,DP,0.0161
pocos,1,5000,DP,0.0171
pocos,1,5000,DP,0.0163
pocos,1,5000,DP,0.016
pocos,1,5000,DP,0.0168
pocos,1,5000,DP,0.0167
pocos,1,5000,DP,0.0167
pocos,1,5000,DP,0.0181
pocos,3,5000,DP,0.0474
pocos,3,5000,DP,0.0346
pocos,3,5000,DP,0.0466
pocos,3,5000,DP,0.0519
pocos,3,5000,DP,0.0341
pocos,3,5000,DP,0.0352
pocos,3,5000,DP,0.0385
pocos,3,5000,DP,0.0334
pocos,3,5000,DP,0.0363
pocos,3,5000,DP,0.0487
pocos,3,5000,DP,0.0397
pocos,3,5000,DP,0.0483
pocos,3,5000,DP,0.034
pocos,3,5000,DP,0.0493
pocos,3,5000,DP,0.0345
pocos,3,5000,DP,0.0384
pocos,3,5000,DP,0.0402
pocos,3,5000,DP,0.0364
pocos,3,5000,DP,0.0392
pocos,3,5000,DP,0.0443
pocos,3,5000,DP,0.0338
pocos,3,5000,DP,0.0342
pocos,3,5000,DP,0.0341
pocos,3,5000,DP,0.0524
pocos,3,5000,DP,0.0389
pocos,3,5000,DP,0.0435
pocos,3,5000,DP,0.0379
pocos,3,5000,DP,0.0336
pocos,3,5000,DP,0.035
pocos,3,5000,DP,0.0338
pocos,3,5000,DP,0.034
pocos,3,5000,DP,0.0482
pocos,3,5000,DP,0.0529
pocos,3,5000,DP,0.0332
pocos,3,5000,DP,0.0365
pocos,3,5000,DP,0.0469
pocos,3,5000,DP,0.0328
pocos,3,5000,DP,0.0334
pocos,3,5000,DP,0.0384
pocos,3,5000,DP,0.0362
pocos,3,5000,DP,0.0631
pocos,3,5000,DP,0.0602
pocos,3,5000,DP,0.0338
pocos,3,5000,DP,0.0352
pocos,3,5000,DP,0.0346
pocos,3,5000,DP,0.0499
pocos,3,5000,DP,0.0674
pocos,3,5000,DP,0.0367
pocos,3,5000,DP,0.0571
pocos,3,5000,DP,0.0408
pocos,5,5000,DP,0.0513
pocos,5,5000,DP,0.0665
pocos,5,5000,DP,0.0588
pocos,5,5000,DP,0.0502
pocos,5,5000,DP,0.0521
pocos,5,5000,DP,0.0798
pocos,5,5000,DP,0.0628
pocos,5,5000,DP,0.079
pocos,5,5000,DP,0.0522
pocos,5,5000,DP,0.0476
pocos,5,5000,DP,0.0529
pocos,5,5000,DP,0.0483
pocos,5,5000,DP,0.0565
pocos,5,5000,DP,0.053
pocos,5,5000,DP,0.0529
pocos,5,5000,DP,0.049
pocos,5,5000,DP,0.0751
pocos,5,5000,DP,0.0555
pocos,5,5000,DP,0.056
pocos,5,5000,DP,0.0634
pocos,5,5000,DP,0.0508
pocos,5,5000,DP,0.0522
pocos,5,5000,DP,0.0537
pocos,5,5000,DP,0.0485
pocos,5,5000,DP,0.0819
pocos,5,5000,DP,0.0635
pocos,5,5000,DP,0.0544
pocos,5,5000,DP,0.048
pocos,5,5000,DP,0.0502
pocos,5,5000,DP,0.0501
pocos,5,5000,DP,0.0981
pocos,5,5000,DP,0.0698
pocos,5,5000,DP,0.0602
pocos,5,5000,DP,0.0697
pocos,5,5000,DP,0.0489
pocos,5,5000,DP,0.0493
pocos,5,5000,DP,0.0477
pocos,5,5000,DP,0.0486
pocos,5,5000,DP,0.0526
pocos,5,5000,DP,0.051
pocos,5,5000,DP,0.0504
pocos,5,5000,DP,0.057
pocos,5,5000,DP,0.0664
pocos,5,5000,DP,0.0537
pocos,5,5000,DP,0.0477
pocos,5,5000,DP,0.0526
pocos,5,5000,DP,0.0485
pocos,5,5000,DP,0.0549
pocos,5,5000,DP,0.0517
pocos,5,5000,DP,0.0491
pocos,10,5000,DP,0.1277
pocos,10,5000,DP,0.1878
pocos,10,5000,DP,0.0863
pocos,10,5000,DP,0.092
pocos,10,5000,DP,0.0995
pocos,10,5000,DP,0.1478
pocos,10,5000,DP,0.0927
pocos,10,5000,DP,0.0859
pocos,10,5000,DP,0.1539
pocos,10,5000,DP,0.0921
pocos,10,5000,DP,0.09
pocos,10,5000,DP,0.0965
pocos,10,5000,DP,0.0904
pocos,10,5000,DP,0.0872
pocos,10,5000,DP,0.0858
pocos,10,5000,DP,0.0956
pocos,10,5000,DP,0.1087
pocos,10,5000,DP,0.0898
pocos,10,5000,DP,0.1211
pocos,10,5000,DP,0.12
pocos,10,5000,DP,0.0932
pocos,10,5000,DP,0.174
pocos,10,5000,DP,0.0925
pocos,10,5000,DP,0.0892
pocos,10,5000,DP,0.1041
pocos,10,5000,DP,0.0936
pocos,10,5000,DP,0.1017
pocos,10,5000,DP,0.0931
pocos,10,5000,DP,0.0878
pocos,10,5000,DP,0.1029
pocos,10,5000,DP,0.0918
pocos,10,5000,DP,0.1073
pocos,10,5000,DP,0.0886
pocos,10,5000,DP,0.0989
pocos,10,5000,DP,0.0917
pocos,10,5000,DP,0.152
pocos,10,5000,DP,0.1517
pocos,10,5000,DP,0.111
pocos,10,5000,DP,0.1028
pocos,10,5000,DP,0.1185
pocos,10,5000,DP,0.098
pocos,10,5000,DP,0.1461
pocos,10,5000,DP,0.1034
pocos,10,5000,DP,0.0964
pocos,10,5000,DP,0.0889
pocos,10,5000,DP,0.1246
pocos,10,5000,DP,0.0874
pocos,10,5000,DP,0.0936
pocos,10,5000,DP,0.1257
pocos,10,5000,DP,0.1008
pocos,25,5000,DP,0.2674
pocos,25,5000,DP,0.2418
pocos,25,5000,DP,0.2192
pocos,25,5000,DP,0.2357
pocos,25,5000,DP,0.3057
pocos,25,5000,DP,0.2199
pocos,25,5000,DP,0.255
pocos,25,5000,DP,0.2727
pocos,25,5000,DP,0.2286
pocos,25,5000,DP,0.2417
pocos,25,5000,DP,0.3211
pocos,25,5000,DP,0.257
pocos,25,5000,DP,0.2126
pocos,25,5000,DP,0.2284
pocos,25,5000,DP,0.2901
pocos,25,5000,DP,0.2702
pocos,25,5000,DP,0.2392
pocos,25,5000,DP,0.2283
pocos,25,5000,DP,0.2767
pocos,25,5000,DP,0.3057
pocos,25,5000,DP,0.2562
pocos,25,5000,DP,0.2132
pocos,25,5000,DP,0.28
pocos,25,5000,DP,0.2354
pocos,25,5000,DP,0.2106
pocos,25,5000,DP,0.2621
pocos,25,5000,DP,0.2858
pocos,25,5000,DP,0.226
pocos,25,5000,DP,0.2654
pocos,25,5000,DP,0.294
pocos,25,5000,DP,0.2716
pocos,25,5000,DP,0.2318
pocos,25,5000,DP,0.2499
pocos,25,5000,DP,0.2885
pocos,25,5000,DP,0.2224
pocos,25,5000,DP,0.2079
pocos,25,5000,DP,0.2812
pocos,25,5000,DP,0.2903
pocos,25,5000,DP,0.2223
pocos,25,5000,DP,0.2972
pocos,25,5000,DP,0.225
pocos,25,5000,DP,0.259
pocos,25,5000,DP,0.3155
pocos,25,5000,DP,0.2416
pocos,25,5000,DP,0.2849
pocos,25,5000,DP,0.2576
pocos,25,5000,DP,0.3003
pocos,25,5000,DP,0.288
pocos,25,5000,DP,0.2783
pocos,25,5000,DP,0.2188
pocos,50,5000,DP,0.5323
pocos,50,5000,DP,0.5401
pocos,50,5000,DP,0.6158
pocos,50,5000,DP,0.4722
pocos,50,5000,DP,0.6291
pocos,50,5000,DP,0.4748
pocos,50,5000,DP,0.4844
pocos,50,5000,DP,0.472
pocos,50,5000,DP,0.4572
pocos,50,5000,DP,0.5237
pocos,50,5000,DP,0.5292
pocos,50,5000,DP,0.5687
pocos,50,5000,DP,0.5611
pocos,50,5000,DP,0.6356
pocos,50,5000,DP,0.5356
pocos,50,5000,DP,0.5723
pocos,50,5000,DP,0.5596
pocos,50,5000,DP,0.5656
